target_id,family_id,service,attempt_status,terminal_reason,visible_label,accessible_name,label_relation,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,menu_dependency,task_flow_sequence,experienced_flow_sequence,activation_depth,auth_gate_stage,task_control_occlusion,collector_plane,evidence_hash,missing_reason,entry_observation_provenance,collection_run,superseded_runs,entry_geometry_provenance
F4-06,F4,네이버지도 병원검색,ERROR,NO_SAFE_ROUTE_SITE,길찾기네이버 통합검색,길찾기 네이버 통합검색,AX_NOT_INDEPENDENTLY_OBSERVED,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,LINK,NAV,NOT_OBSERVED,False,['SELECT_FUNCTION'],['SELECT_FUNCTION'],1,UNDETERMINED,NOT_OBSERVED,E,205c6b18f7090067f317c7cbe8db52a5d2be00a6f441b5657101160590bd62bb,"E_DID_NOT_SUPPLY:entry_x_norm,entry_y_norm,entry_zone,reveal_direction,task_control_occlusion,entry_geometry_provenance",B_LEXICON_MATCHER,E-REAL-CENSUS-1230-R2,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F4-07,F4,카카오맵 병원검색,TERMINAL_NO_ENDPOINT,COLLECTOR_ZERO_CANDIDATE,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,dceb3e6ffc116ff9b96757c6a713427454d7fd5db267b7a6649826f2e9aa4484,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_AMBIGUOUS_MULTIPLE_NARROW_MATCHES,E-REAL-CENSUS-1230-R2,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F4-08,F4,Google Maps 병원검색,TERMINAL_NO_ENDPOINT,TIMEOUT,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",NO_DOM_CAPTURED_BY_E,E-REAL-CENSUS-1230,NONE,E_SUPPLEMENT_NO_CANDIDATE
F4-09,F4,굿닥 병원검색,ERROR,NO_SAFE_ROUTE_SITE,병원・약국 가입문의,병원・약국 가입문의,AX_NOT_INDEPENDENTLY_OBSERVED,NOT_OBSERVABLE_FROM_STATIC_DOM,NOT_OBSERVABLE_FROM_STATIC_DOM,NOT_OBSERVABLE_FROM_STATIC_DOM,LINK,FOOTER,NOT_OBSERVED,False,['SELECT_FUNCTION'],['SELECT_FUNCTION'],1,UNDETERMINED,NOT_OBSERVED,E,eacaf984825378245e26c73b0c86634e931b76397dd3b1afce1978016bba5ec8,"E_DID_NOT_SUPPLY:reveal_direction,task_control_occlusion,entry_geometry_provenance",ANCHOR_ON_E_LABEL,E-REAL-CENSUS-1230-R2,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F4-10,F4,모두닥 병원검색,ERROR,NO_SAFE_ROUTE_SITE,운정역 560m 임플란트(단일) 30만원 뷰티앤디지털치과병원 8.7 (136),운정역 560m 임플란트(단일) 30만원 뷰티앤디지털치과병원 8.7 (136),AX_NOT_INDEPENDENTLY_OBSERVED,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,['SELECT_FUNCTION'],['SELECT_FUNCTION'],1,UNDETERMINED,NOT_OBSERVED,E,8d643b011599dad462193709a564f01bd8261b1cd78317fb6422572270303797,"E_DID_NOT_SUPPLY:entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_AMBIGUOUS_MULTIPLE_NARROW_MATCHES,E-REAL-CENSUS-1230-R2,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-01,F5,코레일,ERROR,NO_SAFE_ROUTE_SITE,추석 승차권 예매 꿀팁(코레일과 SR이 하나로!),추석 승차권 예매 꿀팁(코레일과 SR이 하나로!),AX_NOT_INDEPENDENTLY_OBSERVED,NOT_OBSERVABLE_FROM_STATIC_DOM,NOT_OBSERVABLE_FROM_STATIC_DOM,NOT_OBSERVABLE_FROM_STATIC_DOM,LINK,NONE,NOT_OBSERVED,False,['SELECT_FUNCTION'],['SELECT_FUNCTION'],1,UNDETERMINED,NOT_OBSERVED,E,31bfdc7626f05e5c80ecf704c14676aae40b22ab00fa3e5e38015773982b967a,"E_DID_NOT_SUPPLY:reveal_direction,task_control_occlusion,entry_geometry_provenance",ANCHOR_ON_E_LABEL,E-REAL-CENSUS-1230-R2,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-02,F5,SRT,ENDPOINT_REACHED,ENDPOINT_REACHED,조회,조회,AX_NOT_INDEPENDENTLY_OBSERVED,1.0,0.3146,TOP_RIGHT,ICON_TEXT,FORM,NOT_OBSERVED,False,['SELECT_FUNCTION'],['SELECT_FUNCTION'],1,NONE,NOT_OBSERVED,E,c02e393559ac6a364a2138f105c3047453d45419aa6734d2afe5b624767ecf8f,"E_DID_NOT_SUPPLY:reveal_direction,task_control_occlusion,entry_geometry_provenance",ANCHOR_ON_E_LABEL,E-REAL-CENSUS-1230,NONE,E_R3_SUPPLEMENT
F5-03,F5,KOBUS,TERMINAL_NO_ENDPOINT,COLLECTOR_ZERO_CANDIDATE,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,a74da444adb71e7bb5f3e30cf1efe806bc1ecdaa6b07cae150b657cecb0a60a6,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_NO_NARROW_MATCH_IN_DOM,E-REAL-CENSUS-1230-R2B,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-04,F5,버스타고,TERMINAL_NO_ENDPOINT,COLLECTOR_ZERO_CANDIDATE,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,df96926c90c4a3614aebb8ff13f7a4c70ee9bbe65ae8c6810d53c9f9d08783a3,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_NO_NARROW_MATCH_IN_DOM,E-REAL-CENSUS-1230-R2B,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-05,F5,티머니 시외버스,ENDPOINT_REACHED,ENDPOINT_REACHED,예매내역 확인 바로가기,예매내역 확인 바로가기,AX_NOT_INDEPENDENTLY_OBSERVED,0.5,0.545,MID,TEXT_LINK,NOT_OBSERVED,NOT_OBSERVED,False,['SELECT_FUNCTION'],['SELECT_FUNCTION'],1,NONE,NOT_OBSERVED,E,d0f69dfc3153042dd1be0c5a4ba97acdb3b36a72561699aa7b206966da52ce58,"E_DID_NOT_SUPPLY:entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_AMBIGUOUS_MULTIPLE_NARROW_MATCHES,E-REAL-CENSUS-1230,NONE,E_R3_SUPPLEMENT
F5-06,F5,대한항공,ERROR,NO_SAFE_ROUTE_UNVERIFIED_CANDIDATE_COUNT,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",NO_DOM_CAPTURED_BY_E,E-REAL-CENSUS-1230-R2B,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-07,F5,아시아나항공,ERROR,NO_SAFE_ROUTE_UNVERIFIED_CANDIDATE_COUNT,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",NO_DOM_CAPTURED_BY_E,E-REAL-CENSUS-1230-R2B,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-08,F5,제주항공,TERMINAL_NO_ENDPOINT,COLLECTOR_ZERO_CANDIDATE,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,1b02ddb2b12795a2b4acce0e75c0725d2925b4d0712aa1c993c574e688f44f85,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_NO_NARROW_MATCH_IN_DOM,E-REAL-CENSUS-1230-R2B,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-09,F5,티웨이항공,TERMINAL_NO_ENDPOINT,COLLECTOR_ZERO_CANDIDATE,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,0558266d304dc361903beb0ccb8d2cb11308d230bd83184e3213ecdf63fd2d20,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_NO_NARROW_MATCH_IN_DOM,E-REAL-CENSUS-1230-R2B,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
F5-10,F5,진에어,TERMINAL_NO_ENDPOINT,COLLECTOR_ZERO_CANDIDATE,NOT_OBSERVED,NOT_OBSERVED,NONE,NA_NUMERIC_UNOBSERVED,NA_NUMERIC_UNOBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,False,[],[],0,UNDETERMINED,NOT_OBSERVED,E,7f78101d7551e5e29ab5c9d0c1dbb6e3df6e54bc737fcd6cf8bad7e8febce925,"E_DID_NOT_SUPPLY:visible_label,accessible_name,entry_x_norm,entry_y_norm,entry_zone,entry_control_type,nav_container_type,reveal_direction,task_control_occlusion,entry_geometry_provenance",POSTHOC_NO_NARROW_MATCH_IN_DOM,E-REAL-CENSUS-1230-R2B,E-REAL-CENSUS-1230,E_SUPPLEMENT_NO_CANDIDATE
